P,I,D,CTE,Total Error,Speed,Steer Value,Steering Angle
2.1687,1841.16,0,2.1687,2.75884,45.9043,-0.21687,2.4126
2.1299,1843.29,-0.0388,2.1299,2.75964,45.9133,0.17501,4.2396
2.0864,1845.37,-0.0435,2.0864,2.7604,45.9275,0.22636,-4.9854
2.0414,1847.41,-0.045,2.0414,2.76114,45.9394,0.24586,4.8116
1.9497,1849.36,-0.0917,1.9497,2.7618,45.941,0.72203,6.0953
1.9497,1851.31,0,1.9497,2.76247,45.941,-0.19497,6.0953
1.9049,1853.22,-0.0448,1.9049,2.76311,45.9136,0.25751,18.4871
1.8572,1855.08,-0.0477,1.8572,2.76371,45.8732,0.29128,-4.4379
1.8103,1856.89,-0.0469,1.8103,2.76429,45.8811,0.28797,6.8741
1.7213,1858.61,-0.089,1.7213,2.7648,45.8808,0.71787,7.7183
1.7213,1860.33,0,1.7213,2.76532,45.8808,-0.17213,7.7183
1.6811,1862.01,-0.0402,1.6811,2.76582,45.8442,0.23389,18.3831
1.6398,1863.65,-0.0413,1.6398,2.76629,45.8126,0.24902,-3.8669
1.6006,1865.25,-0.0392,1.6006,2.76674,45.8263,0.23194,6.2836
1.5298,1866.78,-0.0708,1.5298,2.76715,45.8546,0.55502,6.6618
1.5298,1868.31,0,1.5298,2.76756,45.8546,-0.15298,6.6618
1.5007,1869.81,-0.0291,1.5007,2.76795,45.8223,0.14093,14.3118
1.4717,1871.28,-0.029,1.4717,2.76833,45.8136,0.14283,-3.3882
1.445,1872.73,-0.0267,1.445,2.76869,45.8332,0.1225,3.9596
1.3991,1874.13,-0.0459,1.3991,2.76903,45.8834,0.31909,4.0071
1.3991,1875.53,0,1.3991,2.76938,45.8834,-0.13991,4.0071
1.3816,1876.91,-0.0175,1.3816,2.76971,45.89,0.03684,8.4136
1.3648,1878.27,-0.0168,1.3648,2.77003,45.8999,0.03152,-3.0614
1.3498,1879.62,-0.015,1.3498,2.77035,45.9221,0.01502,1.3573
1.3368,1880.96,-0.013,1.3368,2.77066,45.9487,-0.00368,1.2243
1.3256,1882.28,-0.0112,1.3256,2.77097,45.9745,-0.02056,0.8118
1.3257,1883.61,0.0001,1.3257,2.77127,45.9998,-0.13357,0.3443
1.3432,1884.95,0.0175,1.3432,2.77159,46.0248,-0.30932,-0.0777
1.3722,1886.32,0.029,1.3722,2.77192,46.0433,-0.42722,-2.9029
1.4767,1887.8,0.1045,1.4767,2.7723,46.028,-1.19267,-7.2967
1.4767,1889.28,0,1.4767,2.77267,46.028,-0.14767,-7.2967
1.6192,1890.9,0.1425,1.6192,2.77313,45.9074,-1.58692,-25
1.6889,1892.59,0.0697,1.6889,2.77363,45.8533,-0.86589,-3.2554
1.7547,1894.34,0.0658,1.7547,2.77416,45.841,-0.83347,-25
1.8161,1896.16,0.0614,1.8161,2.77473,45.7227,-0.79561,-21.2109
1.8722,1898.03,0.0561,1.8722,2.77534,45.6423,-0.74822,-20.4004
1.9223,1899.95,0.0501,1.9223,2.77598,45.5629,-0.69323,-19.4539
1.9659,1901.92,0.0436,1.9659,2.77665,45.4909,-0.63259,-18.2692
2.0022,1903.92,0.0363,2.0022,2.77735,45.429,-0.56322,-16.8944
2.0308,1905.95,0.0286,2.0308,2.77806,45.383,-0.48908,-15.3784
2.0308,1907.98,0,2.0308,2.77878,45.383,-0.20308,-15.3784
2.0521,1910.03,0.0213,2.0521,2.77951,45.3725,-0.41821,-11.7907
2.0681,1912.1,0.016,2.0681,2.78025,45.3995,-0.36681,-4.6407
2.0771,1914.18,0.009,2.0771,2.781,45.4122,-0.29771,-10.0189
2.0793,1916.26,0.0022,2.0793,2.78174,45.4309,-0.22993,-8.7339
2.0753,1918.33,-0.004,2.0753,2.78249,45.4572,-0.16753,-7.0064
2.0652,1920.4,-0.0101,2.0652,2.78323,45.4873,-0.10552,-5.3119
2.0289,1922.43,-0.0363,2.0289,2.78394,45.5504,0.16011,-3.7519
2.0032,1924.43,-0.0257,2.0032,2.78463,45.5807,0.05668,-2.2017
1.975,1926.41,-0.0282,1.975,2.78531,45.5878,0.0845,4.4391
1.9439,1928.35,-0.0311,1.9439,2.78596,45.5986,0.11661,1.8533
1.9104,1930.26,-0.0335,1.9104,2.78659,45.6167,0.14396,2.5488
1.8751,1932.14,-0.0353,1.8751,2.7872,45.6317,0.16549,3.3516
1.8385,1933.97,-0.0366,1.8385,2.78778,45.6452,0.18215,4.0353
1.801,1935.77,-0.0375,1.801,2.78834,45.6581,0.1949,4.5736
1.7632,1937.54,-0.0378,1.7632,2.78888,45.6695,0.20168,4.9901
1.6881,1939.23,-0.0751,1.6881,2.78937,45.6932,0.58219,5.3088
1.6514,1940.88,-0.0367,1.6514,2.78984,45.7068,0.20186,5.4783
1.6176,1942.49,-0.0338,1.6176,2.79029,45.6759,0.17624,14.9911
1.5853,1944.08,-0.0323,1.5853,2.79072,45.6698,0.16447,5.4828
1.5545,1945.63,-0.0308,1.5545,2.79114,45.6926,0.15255,4.8423
1.5253,1947.16,-0.0292,1.5253,2.79154,45.7152,0.13947,4.5481
1.4979,1948.66,-0.0274,1.4979,2.79192,45.739,0.12421,4.2501
1.4722,1950.13,-0.0257,1.4722,2.79229,45.7637,0.10978,3.9231
1.4484,1951.58,-0.0238,1.4484,2.79265,45.7892,0.09316,3.5416
1.4263,1953,-0.0221,1.4263,2.793,45.8152,0.07837,3.1808
1.3875,1954.39,-0.0388,1.3875,2.79334,45.8679,0.24925,2.7653
1.3708,1955.76,-0.0167,1.3708,2.79366,45.8944,0.02992,2.3956
1.3574,1957.12,-0.0134,1.3574,2.79397,45.9091,-0.00174,6.6676
1.3458,1958.47,-0.0116,1.3458,2.79428,45.9332,-0.01858,1.1843
1.3356,1959.8,-0.0102,1.3356,2.79459,45.9592,-0.03156,0.3928
1.324,1961.13,-0.0116,1.324,2.79489,46.0096,-0.0164,-0.0282
1.3316,1962.46,0.0076,1.3316,2.7952,46.0347,-0.20916,-0.3527
1.3316,1963.79,0,1.3316,2.7955,46.0347,-0.13316,-0.3527
1.3878,1965.18,0.0562,1.3878,2.79583,46.0524,-0.70078,-4.7927
1.4367,1966.61,0.0489,1.4367,2.79618,46.0703,-0.63267,-2.8927
1.483,1968.1,0.0463,1.483,2.79656,46.0413,-0.6113,-17.0832
1.5259,1969.62,0.0429,1.5259,2.79696,45.9643,-0.58159,-15.3804
1.5645,1971.19,0.0386,1.5645,2.79738,45.9043,-0.54245,-14.8462
1.6267,1972.81,0.0622,1.6267,2.79783,45.8015,-0.78467,-14.1034
1.6491,1974.46,0.0224,1.6491,2.79829,45.7629,-0.38891,-13.1249
1.6648,1976.13,0.0157,1.6648,2.79877,45.7108,-0.32348,-19.1804
1.6748,1977.8,0.01,1.6748,2.79925,45.6907,-0.26748,-9.2864
1.6785,1979.48,0.0037,1.6785,2.79973,45.7319,-0.20485,-7.6507
1.6724,1981.15,-0.0061,1.6724,2.8002,45.756,-0.10624,-6.2507
1.6614,1982.81,-0.011,1.6614,2.80068,45.7833,-0.05614,-4.6849
1.6463,1984.46,-0.0151,1.6463,2.80114,45.8116,-0.01363,-2.2197
1.6276,1986.09,-0.0187,1.6276,2.80159,45.8378,0.02424,-0.9672
1.6057,1987.69,-0.0219,1.6057,2.80203,45.8618,0.05843,0.0956
1.5813,1989.28,-0.0244,1.5813,2.80246,45.8835,0.08587,1.0423
1.5547,1990.83,-0.0266,1.5547,2.80287,45.9028,0.11053,1.8971
1.4967,1992.33,-0.058,1.4967,2.80325,45.9387,0.43033,2.5831
1.466,1993.79,-0.0307,1.466,2.80361,45.9565,0.1604,3.1996
1.4362,1995.23,-0.0298,1.4362,2.80397,45.9349,0.15438,11.1946
1.4067,1996.64,-0.0295,1.4067,2.8043,45.9337,0.15433,4.4463
1.3774,1998.01,-0.0293,1.3774,2.80462,45.9521,0.15526,4.2958
1.3419,1999.36,-0.0355,1.3419,2.80493,45.9896,0.22081,4.2946
1.3486,2000.7,0.0067,1.3486,2.80524,46.0094,-0.20186,4.3178
1.3707,2002.07,0.0221,1.3707,2.80556,46.0234,-0.35807,5.9566
1.392,2003.47,0.0213,1.392,2.80589,46.0295,-0.3522,-4.6102
1.4105,2004.88,0.0185,1.4105,2.80623,46.0113,-0.32605,-8.5154
1.4259,2006.3,0.0154,1.4259,2.80657,45.9896,-0.29659,-8.3687
1.4381,2007.74,0.0122,1.4381,2.80692,45.9786,-0.26581,-7.7149
1.4469,2009.19,0.0088,1.4469,2.80728,45.9779,-0.23269,-6.9784
1.4523,2010.64,0.0054,1.4523,2.80763,45.9859,-0.19923,-6.2089
1.4545,2012.09,0.0022,1.4545,2.80799,46.0008,-0.16745,-5.3809
1.4536,2013.55,-0.0009,1.4536,2.80835,46.0209,-0.13636,-4.5444
1.4498,2015,-0.0038,1.4498,2.80871,46.0447,-0.10698,-3.7499
1.4433,2016.44,-0.0065,1.4433,2.80906,46.0704,-0.07933,-2.9727
1.4226,2017.86,-0.0207,1.4226,2.8094,46.1223,0.06474,-2.2382
1.4087,2019.27,-0.0139,1.4087,2.80974,46.1486,-0.00187,-1.5469
1.3936,2020.67,-0.0151,1.3936,2.81007,46.1707,0.01164,2.0548
1.377,2022.04,-0.0166,1.377,2.81039,46.1943,0.0283,0.3896
1.3399,2023.38,-0.0371,1.3399,2.81069,46.246,0.23701,0.7273
1.3197,2024.7,-0.0202,1.3197,2.81099,46.2704,0.07003,1.1438
1.3005,2026,-0.0192,1.3005,2.81127,46.2751,0.06195,6.3616
1.2811,2027.28,-0.0194,1.2811,2.81155,46.292,0.06589,2.1871
1.2635,2028.55,-0.0176,1.2635,2.81182,46.3159,0.04965,1.9851
1.259,2029.81,-0.0045,1.259,2.81209,46.3635,-0.0809,2.0836
1.2671,2031.07,0.0081,1.2671,2.81236,46.3881,-0.20771,1.6776
1.2744,2032.35,0.0073,1.2744,2.81263,46.4113,-0.20044,-1.5862
1.2744,2033.62,0,1.2744,2.8129,46.4113,-0.12744,-1.5862
1.2834,2034.91,0.009,1.2834,2.81318,46.4354,-0.21834,-4.5747
1.2853,2036.19,0.0019,1.2853,2.81346,46.4552,-0.14753,-2.7497
1.2848,2037.48,-0.0005,1.2848,2.81374,46.4691,-0.12348,-5.0222
1.2824,2038.76,-0.0024,1.2824,2.81401,46.4884,-0.10424,-3.2519
1.2719,2040.03,-0.0105,1.2719,2.81429,46.5347,-0.02219,-2.6507
1.264,2041.29,-0.0079,1.264,2.81456,46.5588,-0.0474,-2.1697
1.2547,2042.55,-0.0093,1.2547,2.81482,46.584,-0.03247,-0.1184
1.2442,2043.79,-0.0105,1.2442,2.81508,46.6092,-0.01942,-0.7487
1.2193,2045.01,-0.0249,1.2193,2.81533,46.6597,0.12707,-0.3754
1.2053,2046.22,-0.014,1.2053,2.81557,46.6848,0.01947,-0.0492
1.178,2047.4,-0.0273,1.178,2.81581,46.7188,0.1552,3.6131
1.178,2048.57,0,1.178,2.81604,46.7188,-0.1178,3.6131
1.1655,2049.74,-0.0125,1.1655,2.81627,46.7336,0.00845,4.3163
1.1518,2050.89,-0.0137,1.1518,2.81649,46.7524,0.02182,-2.5087
1.16,2052.05,0.0082,1.16,2.81672,46.8015,-0.198,0.6476
1.1799,2053.23,0.0199,1.1799,2.81695,46.8264,-0.31699,0.9818
1.1799,2054.41,0,1.1799,2.81718,46.8264,-0.11799,0.9818
1.2185,2055.63,0.0386,1.2185,2.81743,46.8118,-0.50785,-7.4884
1.2346,2056.86,0.0161,1.2346,2.81769,46.8283,-0.28446,-2.5134
1.2463,2058.11,0.0117,1.2463,2.81795,46.8,-0.24163,-12.2599
1.2544,2059.37,0.0081,1.2544,2.81821,46.7933,-0.20644,-6.6752
1.259,2060.62,0.0046,1.259,2.81848,46.8083,-0.1719,-5.6044
1.2604,2061.88,0.0014,1.2604,2.81874,46.8274,-0.14004,-4.7247
1.2587,2063.14,-0.0017,1.2587,2.81901,46.8491,-0.10887,-3.8612
1.2541,2064.4,-0.0046,1.2541,2.81927,46.8725,-0.07941,-3.0647
1.2468,2065.64,-0.0073,1.2468,2.81953,46.8968,-0.05168,-2.2854
1.237,2066.88,-0.0098,1.237,2.81979,46.9216,-0.0257,-1.5489
1.225,2068.11,-0.012,1.225,2.82004,46.9464,-0.0025,-0.8557
1.2109,2069.32,-0.0141,1.2109,2.82028,46.9707,0.01991,-0.2062
1.1951,2070.51,-0.0158,1.1951,2.82052,46.9945,0.03849,0.3738
1.1779,2071.69,-0.0172,1.1779,2.82075,47.0175,0.05421,0.9341
1.1596,2072.85,-0.0183,1.1596,2.82097,47.0397,0.06704,1.3986
1.1404,2073.99,-0.0192,1.1404,2.82119,47.0613,0.07796,1.7916
1.1205,2075.11,-0.0199,1.1205,2.8214,47.0823,0.08695,2.1123
1.0799,2076.19,-0.0406,1.0799,2.8216,47.1239,0.29801,2.3853
1.0799,2077.27,0,1.0799,2.82179,47.1239,-0.10799,2.3853
1.0613,2078.33,-0.0186,1.0613,2.82198,47.1198,0.07987,7.8866
1.0416,2079.37,-0.0197,1.0416,2.82216,47.1315,0.09284,-2.2634
1.0221,2080.4,-0.0195,1.0221,2.82233,47.1532,0.09279,2.4331
1.0032,2081.4,-0.0189,1.0032,2.8225,47.1746,0.08868,2.7573
0.9849,2082.38,-0.0183,0.9849,2.82266,47.196,0.08451,2.7561
0.9674,2083.35,-0.0175,0.9674,2.82282,47.2177,0.07826,2.6533
0.9507,2084.3,-0.0167,0.9507,2.82297,47.2398,0.07193,2.5491
0.92,2085.22,-0.0307,0.92,2.82311,47.2847,0.215,2.3928
0.9063,2086.13,-0.0137,0.9063,2.82324,47.3075,0.04637,2.2346
0.9063,2087.03,0,0.9063,2.82338,47.3075,-0.09063,2.2346
0.8934,2087.93,-0.0129,0.8934,2.82351,47.3308,0.03966,1.5956
0.8805,2088.81,-0.0129,0.8805,2.82364,47.3511,0.04095,-1.8294
0.8697,2089.68,-0.0108,0.8697,2.82377,47.3731,0.02103,1.4278
0.8674,2090.55,-0.0023,0.8674,2.82389,47.3964,-0.06374,1.4601
0.8741,2091.42,0.0067,0.8741,2.82402,47.42,-0.15441,0.9621
0.8935,2092.31,0.0194,0.8935,2.82415,47.4422,-0.28335,-1.1572
0.9134,2093.23,0.0199,0.9134,2.82429,47.4578,-0.29034,-3.4239
0.9312,2094.16,0.0178,0.9312,2.82443,47.4556,-0.27112,-6.6474
0.9467,2095.1,0.0155,0.9467,2.82458,47.4506,-0.24967,-6.8222
0.9596,2096.06,0.0129,0.9596,2.82473,47.4518,-0.22496,-6.3417
0.9699,2097.03,0.0103,0.9699,2.82489,47.4591,-0.19999,-5.8054
0.9777,2098.01,0.0078,0.9777,2.82505,47.4721,-0.17577,-5.1877
0.9828,2098.99,0.0051,0.9828,2.82521,47.4887,-0.14928,-4.5634
0.9855,2099.98,0.0027,0.9855,2.82537,47.5274,-0.12555,-3.9579
0.9855,2100.96,0,0.9855,2.82553,47.5274,-0.09855,-3.9579
0.9833,2101.95,-0.0022,0.9833,2.82569,47.5492,-0.07633,-2.7024
0.9789,2102.93,-0.0044,0.9789,2.82584,47.572,-0.05389,-2.0274
0.9724,2103.9,-0.0065,0.9724,2.826,47.5951,-0.03224,-1.4719
0.9641,2104.86,-0.0083,0.9641,2.82615,47.6183,-0.01341,-0.9109
0.9541,2105.82,-0.01,0.9541,2.8263,47.6412,0.00459,-0.3697
0.9427,2106.76,-0.0114,0.9427,2.82645,47.6638,0.01973,0.1011
0.9301,2107.69,-0.0126,0.9301,2.82659,47.6859,0.03299,0.5511
0.9165,2108.61,-0.0136,0.9165,2.82673,47.7075,0.04435,0.9296
0.9021,2109.51,-0.0144,0.9021,2.82686,47.7287,0.05379,1.2611
0.8871,2110.4,-0.015,0.8871,2.82699,47.7494,0.06129,1.5451
0.8862,2111.28,-0.0009,0.8862,2.82712,47.7698,-0.07962,1.7811
0.8992,2112.18,0.013,0.8992,2.82726,47.8104,-0.21992,1.9686
0.9154,2113.1,0.0162,0.9154,2.82739,47.8312,-0.25354,-1.5542
0.9295,2114.03,0.0141,0.9295,2.82754,47.8409,-0.23395,-5.0617
0.9295,2114.96,0,0.9295,2.82768,47.8409,-0.09295,-5.0617
0.9409,2115.9,0.0114,0.9409,2.82782,47.8472,-0.20809,-5.4124
0.9507,2116.85,0.0098,0.9507,2.82797,47.8659,-0.19307,-1.8874
0.958,2117.81,0.0073,0.958,2.82812,47.8798,-0.1688,-4.7659
0.9626,2118.77,0.0046,0.9626,2.82828,47.894,-0.14226,-4.3904
0.9646,2119.73,0.002,0.9646,2.82843,47.9114,-0.11646,-3.7837
0.9646,2120.7,0,0.9646,2.82858,47.9114,-0.09646,-3.7837
0.9644,2121.66,-0.0002,0.9644,2.82873,47.9323,-0.09444,-2.4752
0.9621,2122.62,-0.0023,0.9621,2.82888,47.9543,-0.07321,-1.9752
0.9577,2123.58,-0.0044,0.9577,2.82904,47.9768,-0.05177,-1.9247
0.9514,2124.53,-0.0063,0.9514,2.82918,47.9993,-0.03214,-1.3939
0.9433,2125.48,-0.0081,0.9433,2.82933,48.0222,-0.01333,-0.8579
0.9433,2126.42,0,0.9433,2.82947,48.0222,-0.09433,-0.8579
0.9338,2127.35,-0.0095,0.9338,2.82962,48.0445,0.00162,0.1031
0.9223,2128.28,-0.0115,0.9223,2.82976,48.0658,0.02277,-1.9219
0.9095,2129.19,-0.0128,0.9095,2.82989,48.0875,0.03705,0.4768
0.8958,2130.08,-0.0137,0.8958,2.83002,48.1085,0.04742,1.0056
0.8813,2130.96,-0.0145,0.8813,2.83015,48.1291,0.05687,1.3626
0.8813,2131.84,0,0.8813,2.83028,48.1291,-0.08813,1.3626
0.8512,2132.69,-0.0301,0.8512,2.8304,48.1687,0.21588,1.8581
0.8347,2133.53,-0.0165,0.8347,2.83051,48.1882,0.08153,-1.7669
0.8193,2134.35,-0.0154,0.8193,2.83062,48.1934,0.07207,5.8333
0.8042,2135.15,-0.0151,0.8042,2.83072,48.208,0.07058,2.4746
0.8042,2135.96,0,0.8042,2.83083,48.208,-0.08042,2.4746
0.7895,2136.75,-0.0147,0.7895,2.83093,48.2277,0.06805,2.2008
0.7741,2137.52,-0.0154,0.7741,2.83103,48.2468,0.07659,-1.5742
0.759,2138.28,-0.0151,0.759,2.83112,48.2664,0.0751,2.1376
0.7445,2139.02,-0.0145,0.7445,2.83121,48.2861,0.07055,2.3511
0.7307,2139.76,-0.0138,0.7307,2.8313,48.3059,0.06493,2.3138
0.7176,2140.47,-0.0131,0.7176,2.83138,48.326,0.05924,2.2001
0.7053,2141.18,-0.0123,0.7053,2.83147,48.3465,0.05247,2.0596
0.6938,2141.87,-0.0115,0.6938,2.83154,48.3671,0.04562,1.9173
0.6831,2142.55,-0.0107,0.6831,2.83162,48.388,0.03869,1.7481
0.6733,2143.23,-0.0098,0.6733,2.83169,48.409,0.03067,1.5768
0.6733,2143.9,0,0.6733,2.83177,48.409,-0.06733,1.5768
0.6643,2144.57,-0.009,0.6643,2.83184,48.4302,0.02357,1.2031
0.6554,2145.22,-0.0089,0.6554,2.83191,48.4498,0.02346,-1.2469
0.6474,2145.87,-0.008,0.6474,2.83198,48.4703,0.01526,1.0256
0.6443,2146.51,-0.0031,0.6443,2.83204,48.4914,-0.03343,1.0228
0.6502,2147.16,0.0059,0.6502,2.83211,48.5125,-0.12402,0.8178
0.6502,2147.81,0,0.6502,2.83218,48.5125,-0.06502,0.8178
0.6607,2148.47,0.0105,0.6607,2.83225,48.529,-0.17107,-2.6642
0.6795,2149.15,0.0188,0.6795,2.83233,48.5475,-0.25595,-1.1892
0.6972,2149.85,0.0177,0.6972,2.83241,48.5605,-0.24672,-3.8404
0.713,2150.56,0.0158,0.713,2.83249,48.5621,-0.2293,-5.9624
0.7265,2151.29,0.0135,0.7265,2.83257,48.5644,-0.20765,-5.7317
0.7265,2152.02,0,0.7265,2.83266,48.5644,-0.07265,-5.7317
0.7381,2152.75,0.0116,0.7381,2.83275,48.5738,-0.18981,-4.7549
0.7484,2153.5,0.0103,0.7484,2.83284,48.5927,-0.17784,-1.3799
0.7626,2154.27,0.0142,0.7626,2.83293,48.6222,-0.21826,-4.3089
0.7661,2155.03,0.0035,0.7661,2.83303,48.638,-0.11161,-4.0097
0.7661,2155.8,0,0.7661,2.83312,48.638,-0.07661,-4.0097
0.7678,2156.57,0.0017,0.7678,2.83322,48.6575,-0.09378,-2.3539
0.7677,2157.33,-0.0001,0.7677,2.83331,48.6783,-0.07577,-1.4789
0.7618,2158.1,-0.0059,0.7618,2.83341,48.7195,-0.01718,-1.9082
0.7562,2158.85,-0.0056,0.7562,2.8335,48.7402,-0.01962,-1.4579
0.7562,2159.61,0,0.7562,2.83359,48.7402,-0.07562,-1.4579
0.7491,2160.36,-0.0071,0.7491,2.83368,48.7608,-0.00391,-0.0542
0.7404,2161.1,-0.0087,0.7404,2.83377,48.7811,0.01296,-1.4542
0.7305,2161.83,-0.0099,0.7305,2.83386,48.8015,0.02595,0.3386
0.7195,2162.55,-0.011,0.7195,2.83394,48.8211,0.03805,0.7603
0.7078,2163.25,-0.0117,0.7078,2.83402,48.8403,0.04622,1.0851
0.7078,2163.96,0,0.7078,2.8341,48.8403,-0.07078,1.0851
0.6956,2164.66,-0.0122,0.6956,2.83418,48.8588,0.05244,1.5918
0.7033,2165.36,0.0077,0.7033,2.83426,48.878,-0.14733,-1.3332
0.6968,2166.06,-0.0065,0.6968,2.83434,48.8967,-0.00468,1.7473
0.7011,2166.76,0.0043,0.7011,2.83441,48.9116,-0.11311,-3.2469
0.7103,2167.47,0.0092,0.7103,2.8345,48.9307,-0.16303,0.3193
0.7103,2168.18,0,0.7103,2.83458,48.9307,-0.07103,0.3193
0.7183,2168.9,0.008,0.7183,2.83466,48.9452,-0.15183,-3.6394
0.7249,2169.62,0.0066,0.7249,2.83474,48.9636,-0.13849,-1.3394
0.7295,2170.35,0.0046,0.7295,2.83483,48.9795,-0.11895,-3.3594
0.7324,2171.09,0.0029,0.7324,2.83492,49.0123,-0.10224,-3.0259
0.7324,2171.82,0,0.7324,2.835,49.0123,-0.07324,-3.0259
0.7309,2172.55,-0.0015,0.7309,2.83509,49.0309,-0.05809,-2.1197
0.7277,2173.28,-0.0032,0.7277,2.83517,49.0506,-0.04077,-1.3947
0.7229,2174,-0.0048,0.7229,2.83526,49.0706,-0.02429,-1.0159
0.7166,2174.72,-0.0063,0.7166,2.83534,49.0907,-0.00866,-0.5829
0.709,2175.42,-0.0076,0.709,2.83542,49.1107,0.0051,-0.1709
0.709,2176.13,0,0.709,2.8355,49.1107,-0.0709,-0.1709
0.7003,2176.83,-0.0087,0.7003,2.83558,49.1303,0.01697,0.5638
0.6901,2177.52,-0.0102,0.6901,2.83565,49.1495,0.03299,-1.3362
0.6791,2178.2,-0.011,0.6791,2.83573,49.1688,0.04209,0.8606
0.6674,2178.87,-0.0117,0.6674,2.8358,49.1874,0.05026,1.2611
0.6552,2179.53,-0.0122,0.6552,2.83587,49.2057,0.05648,1.4886
0.6428,2180.17,-0.0124,0.6428,2.83593,49.2238,0.05972,1.6928
0.6428,2180.81,0,0.6428,2.836,49.2238,-0.06428,1.6928
0.6303,2181.44,-0.0125,0.6303,2.83606,49.2416,0.06197,1.9293
0.6169,2182.06,-0.0134,0.6169,2.83612,49.2598,0.07231,-1.1707
0.5903,2182.65,-0.0266,0.5903,2.83618,49.2954,0.20697,1.9856
0.5903,2183.24,0,0.5903,2.83624,49.2954,-0.05903,1.9856
0.5787,2183.82,-0.0116,0.5787,2.83629,49.3013,0.05813,5.6106
0.5667,2184.38,-0.012,0.5667,2.83634,49.3158,0.06333,-1.0394
0.5552,2184.94,-0.0115,0.5552,2.83639,49.334,0.05948,1.8896
0.5443,2185.48,-0.0109,0.5443,2.83644,49.3523,0.05457,2.0196
0.5341,2186.02,-0.0102,0.5341,2.83648,49.3706,0.04859,1.9233
0.5247,2186.54,-0.0094,0.5247,2.83653,49.3892,0.04153,1.8006
0.516,2187.06,-0.0087,0.516,2.83657,49.4079,0.0354,1.6511
0.5082,2187.57,-0.0078,0.5082,2.83661,49.4268,0.02718,1.4746
0.5011,2188.07,-0.0071,0.5011,2.83665,49.4458,0.02089,1.3213
0.4948,2188.56,-0.0063,0.4948,2.83669,49.4648,0.01352,1.1158
0.4948,2189.06,0,0.4948,2.83673,49.4648,-0.04948,1.1158
0.4892,2189.55,-0.0056,0.4892,2.83677,49.4839,0.00708,0.7743
0.4839,2190.03,-0.0053,0.4839,2.8368,49.5022,0.00461,-0.8007
0.4791,2190.51,-0.0048,0.4791,2.83684,49.5208,9.00E-05,0.6133
0.475,2190.99,-0.0041,0.475,2.83688,49.5398,-0.0065,0.5516
0.4715,2191.46,-0.0035,0.4715,2.83691,49.5588,-0.01215,0.4386
0.4715,2191.93,0,0.4715,2.83695,49.5588,-0.04715,0.4386
0.4685,2192.4,-0.003,0.4685,2.83698,49.5777,-0.01685,0.1326
0.4657,2192.86,-0.0028,0.4657,2.83702,49.5961,-0.01857,-0.7424
0.4634,2193.33,-0.0023,0.4634,2.83705,49.6147,-0.02334,0.0151
0.4613,2193.79,-0.0021,0.4613,2.83708,49.6334,-0.02513,-0.0279
0.4596,2194.25,-0.0017,0.4596,2.83712,49.6521,-0.02896,-0.1472
0.4596,2194.71,0,0.4596,2.83715,49.6521,-0.04596,-0.1472
0.4582,2195.16,-0.0014,0.4582,2.83718,49.6708,-0.03182,-0.2877
0.4569,2195.62,-0.0013,0.4569,2.83722,49.6891,-0.03269,-0.7127
0.4557,2196.08,-0.0012,0.4557,2.83725,49.7075,-0.03357,-0.3592
0.4546,2196.53,-0.0011,0.4546,2.83728,49.726,-0.03446,-0.3809
0.4559,2196.99,0.0013,0.4559,2.83731,49.7445,-0.05859,-0.4029
0.4559,2197.44,0,0.4559,2.83735,49.7445,-0.04559,-0.4029
0.4678,2197.91,0.0119,0.4678,2.83738,49.7626,-0.16578,-1.0284
0.4734,2198.38,0.0056,0.4734,2.83742,49.7807,-0.10334,-0.7034
0.4906,2198.88,0.0172,0.4906,2.83746,49.793,-0.22106,-3.7082
0.5134,2199.39,0.0228,0.5134,2.8375,49.8082,-0.27934,-2.1472
0.5344,2199.92,0.021,0.5344,2.83754,49.8153,-0.26344,-5.0902
0.5344,2200.46,0,0.5344,2.83759,49.8153,-0.05344,-5.0902
0.5529,2201.01,0.0185,0.5529,2.83764,49.8159,-0.24029,-6.1497
0.5703,2201.58,0.0174,0.5703,2.83769,49.8306,-0.23103,-0.8997
0.585,2202.17,0.0147,0.585,2.83774,49.8379,-0.2055,-5.5709
0.5971,2202.76,0.0121,0.5971,2.8378,49.8448,-0.18071,-5.3394
0.6063,2203.37,0.0092,0.6063,2.83786,49.8554,-0.15263,-4.7012
0.6063,2203.98,0,0.6063,2.83791,49.8554,-0.06063,-4.7012
0.6131,2204.59,0.0068,0.6131,2.83797,49.8707,-0.12931,-3.3794
0.6181,2205.21,0.005,0.6181,2.83803,49.8889,-0.11181,-1.0794
0.6206,2205.83,0.0025,0.6206,2.83809,49.9061,-0.08706,-2.7964
0.6209,2206.45,0.0003,0.6209,2.83815,49.9238,-0.06509,-2.3589
0.6191,2207.07,-0.0018,0.6191,2.83821,49.942,-0.04391,-1.7402
0.6152,2207.68,-0.0039,0.6152,2.83827,49.9604,-0.02252,-1.1909
0.6096,2208.29,-0.0056,0.6096,2.83833,49.9787,-0.00496,-0.6614
0.6023,2208.89,-0.0073,0.6023,2.83839,49.9968,0.01277,-0.1267
0.5936,2209.49,-0.0087,0.5936,2.83844,50.0144,0.02764,0.3123
0.5838,2210.07,-0.0098,0.5838,2.8385,50.0316,0.03962,0.7556
0.5838,2210.66,0,0.5838,2.83855,50.0316,-0.05838,0.7556
